STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,ACTIVITY,Economic activity,MEASURE,Measure,PRICE_BASE,Price base,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,EST_METHOD,Estimation methodology,OBS_STATUS,Observation status
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,N80T82,"Security and investigation, service and landscape, office administrative and support activities",B1G,Value added,V,Current prices,XDC,National currency,2016,,59823,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,N80T82,"Security and investigation, service and landscape, office administrative and support activities",B1G,Value added,V,Current prices,XDC,National currency,2015,,55188,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,OTQ,"Public administration, defence, education, human health and social work activities",B1G,Value added,V,Current prices,XDC,National currency,2018,,554294,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,OTQ,"Public administration, defence, education, human health and social work activities",B1G,Value added,V,Current prices,XDC,National currency,2017,,532330,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,OTQ,"Public administration, defence, education, human health and social work activities",B1G,Value added,V,Current prices,XDC,National currency,2016,,510204,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,OTQ,"Public administration, defence, education, human health and social work activities",B1G,Value added,V,Current prices,XDC,National currency,2015,,490349,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,OTU,Other services,B1G,Value added,V,Current prices,XDC,National currency,2019,,700773,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,OTU,Other services,B1G,Value added,V,Current prices,XDC,National currency,2018,,669543,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,OTU,Other services,B1G,Value added,V,Current prices,XDC,National currency,2017,,643830,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,OTU,Other services,B1G,Value added,V,Current prices,XDC,National currency,2016,,618597,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,O,Public administration and defence; compulsory social security,B1G,Value added,V,Current prices,XDC,National currency,2019,,194663,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,O,Public administration and defence; compulsory social security,B1G,Value added,V,Current prices,XDC,National currency,2018,,185507,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,O,Public administration and defence; compulsory social security,B1G,Value added,V,Current prices,XDC,National currency,2017,,177602,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,O,Public administration and defence; compulsory social security,B1G,Value added,V,Current prices,XDC,National currency,2016,,170548,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,P,Education,B1G,Value added,V,Current prices,XDC,National currency,2018,,136934,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,P,Education,B1G,Value added,V,Current prices,XDC,National currency,2017,,132735,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,P,Education,B1G,Value added,V,Current prices,XDC,National currency,2016,,128044,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,P,Education,B1G,Value added,V,Current prices,XDC,National currency,2015,,122747,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,Q,Human health and social work activities,B1G,Value added,V,Current prices,XDC,National currency,2018,,231853,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,Q,Human health and social work activities,B1G,Value added,V,Current prices,XDC,National currency,2017,,221993,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,Q,Human health and social work activities,B1G,Value added,V,Current prices,XDC,National currency,2016,,211612,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,Q,Human health and social work activities,B1G,Value added,V,Current prices,XDC,National currency,2015,,202523,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,Q86,Human health activities,B1G,Value added,V,Current prices,XDC,National currency,2018,,162297,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,Q86,Human health activities,B1G,Value added,V,Current prices,XDC,National currency,2017,,155984,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,Q86,Human health activities,B1G,Value added,V,Current prices,XDC,National currency,2016,,150460,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,Q86,Human health activities,B1G,Value added,V,Current prices,XDC,National currency,2015,,145075,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,Q87_88,Residential care activities and social work activities without accommodation,B1G,Value added,V,Current prices,XDC,National currency,2018,,69556,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,Q87_88,Residential care activities and social work activities without accommodation,B1G,Value added,V,Current prices,XDC,National currency,2017,,66009,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,Q87_88,Residential care activities and social work activities without accommodation,B1G,Value added,V,Current prices,XDC,National currency,2016,,61152,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,Q87_88,Residential care activities and social work activities without accommodation,B1G,Value added,V,Current prices,XDC,National currency,2015,,57448,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,RTU,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,Value added,V,Current prices,XDC,National currency,2018,,115249,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,RTU,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,Value added,V,Current prices,XDC,National currency,2017,,111500,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,RTU,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,Value added,V,Current prices,XDC,National currency,2016,,108393,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,RTU,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,Value added,V,Current prices,XDC,National currency,2015,,108196,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,R,"Arts, entertainment and recreation",B1G,Value added,V,Current prices,XDC,National currency,2018,,40930,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,R,"Arts, entertainment and recreation",B1G,Value added,V,Current prices,XDC,National currency,2017,,39467,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,R,"Arts, entertainment and recreation",B1G,Value added,V,Current prices,XDC,National currency,2016,,37702,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,R,"Arts, entertainment and recreation",B1G,Value added,V,Current prices,XDC,National currency,2015,,37102,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,R90T92,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities",B1G,Value added,V,Current prices,XDC,National currency,2017,,22172,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,R90T92,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities",B1G,Value added,V,Current prices,XDC,National currency,2016,,21380,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,R90T92,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities",B1G,Value added,V,Current prices,XDC,National currency,2015,,20936,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,R90T92,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities",B1G,Value added,V,Current prices,XDC,National currency,2019,,23032,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,R93,Sports activities and amusement and recreation activities,B1G,Value added,V,Current prices,XDC,National currency,2019,,19233,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,R93,Sports activities and amusement and recreation activities,B1G,Value added,V,Current prices,XDC,National currency,2018,,18293,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,R93,Sports activities and amusement and recreation activities,B1G,Value added,V,Current prices,XDC,National currency,2017,,17295,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,R93,Sports activities and amusement and recreation activities,B1G,Value added,V,Current prices,XDC,National currency,2016,,16322,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S,Other service activities,B1G,Value added,V,Current prices,XDC,National currency,2018,,66924,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S,Other service activities,B1G,Value added,V,Current prices,XDC,National currency,2017,,64829,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S,Other service activities,B1G,Value added,V,Current prices,XDC,National currency,2016,,63682,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S,Other service activities,B1G,Value added,V,Current prices,XDC,National currency,2015,,64267,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S94,Activities of membership organizations,B1G,Value added,V,Current prices,XDC,National currency,2018,,31386,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S94,Activities of membership organizations,B1G,Value added,V,Current prices,XDC,National currency,2017,,30092,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S94,Activities of membership organizations,B1G,Value added,V,Current prices,XDC,National currency,2016,,28944,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S94,Activities of membership organizations,B1G,Value added,V,Current prices,XDC,National currency,2015,,28031,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S95,Repair of computers and personal and household goods,B1G,Value added,V,Current prices,XDC,National currency,2018,,1711,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S95,Repair of computers and personal and household goods,B1G,Value added,V,Current prices,XDC,National currency,2017,,1748,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S95,Repair of computers and personal and household goods,B1G,Value added,V,Current prices,XDC,National currency,2016,,1702,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S95,Repair of computers and personal and household goods,B1G,Value added,V,Current prices,XDC,National currency,2015,,1676,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S96,Other personal service activities,B1G,Value added,V,Current prices,XDC,National currency,2018,,33827,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S96,Other personal service activities,B1G,Value added,V,Current prices,XDC,National currency,2017,,32989,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S96,Other personal service activities,B1G,Value added,V,Current prices,XDC,National currency,2016,,33036,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S96,Other personal service activities,B1G,Value added,V,Current prices,XDC,National currency,2015,,34560,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,B1G,Value added,V,Current prices,XDC,National currency,2018,,7395,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,B1G,Value added,V,Current prices,XDC,National currency,2017,,7204,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,B1G,Value added,V,Current prices,XDC,National currency,2016,,7009,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,B1G,Value added,V,Current prices,XDC,National currency,2015,,6827,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,U,Activities of extraterritorial organizations and bodies,B1G,Value added,V,Current prices,XDC,National currency,2018,,0,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,U,Activities of extraterritorial organizations and bodies,B1G,Value added,V,Current prices,XDC,National currency,2017,,0,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,U,Activities of extraterritorial organizations and bodies,B1G,Value added,V,Current prices,XDC,National currency,2016,,0,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,U,Activities of extraterritorial organizations and bodies,B1G,Value added,V,Current prices,XDC,National currency,2015,,0,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,MHDI,Medium-high digital intensive industries,B1G,Value added,V,Current prices,XDC,National currency,2017,,794941,,,,6,Millions,1,One,POST,Aggregate calculated a posteriori.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,MHDI,Medium-high digital intensive industries,B1G,Value added,V,Current prices,XDC,National currency,2016,,763272,,,,6,Millions,1,One,POST,Aggregate calculated a posteriori.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C10_11,Manufacture of food products and beverages,B1G,Value added,V,Current prices,XDC,National currency,2015,,41778,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C10,Manufacture of food products,B1G,Value added,V,Current prices,XDC,National currency,2019,,36499,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C11,Manufacture of beverages,B1G,Value added,V,Current prices,XDC,National currency,2019,,6759,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C304,Manufacture of military fighting vehicles,B1G,Value added,V,Current prices,XDC,National currency,2016,,450,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C325,Manufacture of medical and dental instruments and supplies,B1G,Value added,V,Current prices,XDC,National currency,2018,,14378,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C325,Manufacture of medical and dental instruments and supplies,B1G,Value added,V,Current prices,XDC,National currency,2017,,13626,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C15,Manufacture of leather and related products,B1G,Value added,V,Current prices,XDC,National currency,2018,,1051,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C241_2431,"Manufacture of basic iron and steel and of ferro-alloys; of tubes, pipes, hollow profiles, related fittings and other products of first processing of steel; casting of iron and steel",B1G,Value added,V,Current prices,XDC,National currency,2019,,11822,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C242_2432,Manufacture of basic precious and other non-ferrous metals; casting of light metals and other non-ferrous metals,B1G,Value added,V,Current prices,XDC,National currency,2015,,7720,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C25X252,"Manufacture of fabricated metal products, except weapons and ammunition, machinery and equipment",B1G,Value added,V,Current prices,XDC,National currency,2019,,54512,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C252,Manufacture of weapons and ammunition,B1G,Value added,V,Current prices,XDC,National currency,2019,,1441,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C265_267,Other electronic and optical products,B1G,Value added,V,Current prices,XDC,National currency,2019,,23405,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C266,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",B1G,Value added,V,Current prices,XDC,National currency,2019,,5130,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C301,Building of ships and boats,B1G,Value added,V,Current prices,XDC,National currency,2019,,2103,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C302_309,Railroad equipment and transport equipment n.e.c.,B1G,Value added,V,Current prices,XDC,National currency,2019,,1971,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C303,Manufacture of air and spacecraft and related machinery,B1G,Value added,V,Current prices,XDC,National currency,2019,,11411,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C304,Manufacture of military fighting vehicles,B1G,Value added,V,Current prices,XDC,National currency,2015,,410,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,B05_06,Mining and extraction of energy producing products,B1G,Value added,V,Current prices,XDC,National currency,2019,,576,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,B07_08,Mining and quarrying of non-energy producing products,B1G,Value added,V,Current prices,XDC,National currency,2019,,2717,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,B09,Mining support service activities,B1G,Value added,V,Current prices,XDC,National currency,2015,,142,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,J63,Information service activities,B1G,Value added,V,Current prices,XDC,National currency,2019,,11144,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
